feat_acc,type=closest_bed=1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=4195-11-27C_S15_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=4195-8-1-17C_S12_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=4195-8-1-27C_S13_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=HDAC-22-4DAG_S18_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=HDAC-27-4DAG_S19_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=gELF3myc-17C_S10_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pCAMTA2-22C-mock_S1_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pCAMTA3-22C-cycloheximide_S6_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pCAMTA3-22C-mock_S4_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey
AT1G02540,2.62583,2.1332,2.67407,3.36125,2.42899,,3.18706,2.21872,3.27197,2.4923,2.51213,2.6639,2.55084
AT1G02550,2.62583,2.1332,2.67407,3.36125,2.42899,,3.18706,2.21872,3.27197,2.4923,2.51213,2.6639,2.55084
AT1G02560,2.62583,2.1332,2.67407,3.36125,2.42899,,3.18706,2.21872,3.27197,2.4923,2.51213,2.6639,2.55084
AT1G02570,2.0470200000000003,1.94934,3.739630000000001,3.11134,2.28668,,3.58544,1.78725,2.91058,1.99543,2.06818,2.84351,2.4796
AT1G02575,2.16355,1.7594,3.739630000000001,2.2998,2.71361,,3.58544,,2.91058,2.48928,2.51213,2.84351,2.4796
AT1G02580,2.16355,1.60445,3.739630000000001,2.14657,3.28286,,1.99191,,2.66965,2.48928,2.51213,2.84351,2.05215
AT1G02590,1.85958,1.84062,2.2928,2.35995,1.9881,,1.90954,2.0873,2.19398,,1.95142,1.6557400000000002,
AT1G02610,2.77514,1.84062,2.26772,2.50434,2.22758,,2.39029,2.07378,2.37206,2.03996,2.10489,2.54666,2.1207700000000003
AT1G02620,2.77514,1.84062,2.26772,2.45542,2.22758,,2.29145,2.07378,2.37206,1.92799,2.10489,2.17329,
AT1G02630,1.70127,,2.49647,2.08231,2.85592,,1.99191,2.21872,2.5491900000000003,2.4923,2.53523,2.6639,2.33712
AT1G02640,1.70127,,3.02925,2.08231,2.99824,,2.39029,2.21872,2.5491900000000003,2.4923,2.53523,2.6639,2.33712
AT1G02650,2.31765,2.22512,2.49647,2.47671,2.55005,,2.39029,2.42042,2.79012,3.62214,2.3908400000000003,2.71836,2.40935
AT1G02660,1.85537,,2.67407,2.68322,2.5713,,2.78867,3.02552,2.66564,2.71948,2.20427,2.39449,2.55084
AT1G02670,2.00946,2.40898,2.49647,2.68322,2.5713,,2.78867,3.02552,2.66564,2.71948,2.20427,2.39449,2.55084
AT1G02680,2.00946,2.04127,2.14129,1.71123,2.21792,,2.39029,2.42042,2.16984,1.6232,2.03281,2.4843,2.05215
AT1G02690,2.31765,1.85741,2.575,3.0079,3.42517,,2.78867,2.12252,3.03104,3.46587,2.88551,3.1476,2.8358
AT1G02700,2.06488,2.59283,2.31888,1.96769,1.71744,,3.18706,,1.94687,2.23157,1.78443,1.94548,
AT1G02710,2.15605,1.84237,2.67407,2.47671,2.28668,,2.59449,1.92957,2.42873,2.31848,2.02699,2.5741,2.26587
AT1G02720,2.15605,1.84237,2.67407,2.47671,2.28668,,2.59449,1.92957,2.42873,2.31848,2.02699,2.5741,2.26587
AT1G02730,1.6530200000000002,1.7654900000000002,2.1621200000000003,2.95235,2.14437,,2.78867,2.42042,2.50822,2.06343,2.26956,2.21489,
AT1G02740,2.16355,1.60445,2.84837,2.14657,2.28668,,2.46272,2.68372,1.82641,2.34634,2.26956,2.24726,2.05215
AT1G02750,1.6530200000000002,1.7654900000000002,2.84837,2.95235,1.88884,,2.78867,2.68372,2.50822,2.34634,2.26956,1.40202,2.05215
AT1G02770,1.85537,2.35102,2.85166,2.8621,2.99463,,3.18433,3.630630000000002,2.91058,2.14466,2.51213,2.53318,2.12339
AT1G02780,2.21689,2.04127,2.31888,2.50434,2.71361,,2.50112,2.21872,2.1878,2.14466,2.51213,2.39449,1.98091
AT1G02790,2.06488,3.05247,1.58542,1.94599,1.88138,,1.99191,2.50844,1.6497700000000002,1.84697,2.14828,2.03528,
AT1G02800,2.31765,2.04127,2.67407,2.8621,2.68378,,2.78867,2.62212,2.91058,2.31848,2.40459,2.46081,2.19463
AT1G02810,2.31765,2.04127,2.67407,2.8621,2.68378,,2.78867,2.62212,2.91058,2.31848,2.40459,2.46081,2.19463
AT1G02813,3.08811,2.04127,2.67407,2.49423,2.26706,,2.39029,2.58296,2.91058,2.31848,2.3017,2.11741,2.05215
AT1G02816,3.08811,2.03552,2.47595,2.65333,2.5567900000000003,,2.78335,2.1033,1.59006,2.2984400000000003,2.13105,2.11741,2.18191
AT1G02820,1.54151,1.72645,2.84653,2.14657,1.88138,,2.39029,1.76384,2.06481,1.97084,2.99726,1.85568,2.33712
AT1G02830,1.54151,1.49377,2.84653,2.38125,1.88138,,3.18706,1.76384,1.58548,2.05775,2.99726,1.94548,2.33712
AT1G02840,1.54151,1.72645,2.84653,2.14657,1.88138,,2.39029,1.76384,2.06481,1.97084,2.99726,1.85568,2.33712
AT1G02850,2.47174,1.82573,3.38444,2.83052,2.5713,,3.18706,2.82382,3.15151,2.14466,2.26956,2.5741,2.4796
AT1G02860,2.33945,1.90116,2.37361,3.04098,3.28286,,2.50112,3.15947,2.5491900000000003,2.23157,2.26956,2.84351,2.76456
AT1G02870,,,2.49647,2.8621,2.28668,,,,2.42873,2.4923,2.75469,3.3823199999999995,1.76719
AT1G02880,2.16355,,2.49647,2.50434,2.28668,,2.78867,2.21872,2.5491900000000003,2.23157,2.3908400000000003,2.39449,2.26587
AT1G02890,2.0470200000000003,,1.9007,2.32545,2.28668,,2.39029,2.62212,2.51459,1.97084,2.02699,2.3046900000000003,
AT1G02900,2.0470200000000003,1.67356,1.9007,2.14657,2.14437,,2.39029,2.62212,2.1526400000000003,2.14466,2.02699,2.3046900000000003,2.19463
AT1G02910,2.16355,1.80014,1.76429,2.14657,1.77534,,2.39029,1.6294,2.1878,2.05775,2.63341,2.46081,1.90967
AT1G02920,2.00946,1.7654900000000002,2.14129,2.50434,1.77534,,2.78867,1.81531,2.1878,2.05775,2.63341,1.94548,1.90967
AT1G02930,2.47674,1.7654900000000002,,2.47671,,,2.78867,1.81531,1.94687,2.05775,2.26956,1.67608,
AT1G02940,2.47674,1.4495,2.37361,2.14657,2.71213,,2.39029,1.98689,1.79705,,2.28675,2.21489,1.50946
AT1G02950,1.80677,1.7654900000000002,2.37361,2.8621,2.28668,,2.39029,2.21872,2.50822,1.85385,2.3908400000000003,1.94548,1.76719
AT1G02960,,1.7654900000000002,1.96369,,2.00206,,2.46272,,1.73742,1.54154,1.90571,,
AT1G02965,2.62583,1.7654900000000002,1.7861,2.32545,1.88138,,2.39029,,2.66965,,2.41846,1.76588,
AT1G02970,2.00946,1.7654900000000002,1.96369,,2.00206,,2.46272,,2.66965,1.54154,2.41846,,
AT1G02980,2.62583,2.2441,2.14129,2.32545,2.28668,,2.39029,,2.66965,1.91195,2.06108,1.77761,2.19463
AT1G02990,2.31765,1.94934,2.31888,2.63191,2.42899,,2.39029,2.01701,2.06733,1.97084,2.23293,2.03528,2.19463
AT1G03000,1.80677,1.88101,1.58542,2.50434,2.39943,,2.39029,,1.94687,2.14466,2.26956,1.94548,2.12339
AT1G03010,1.80677,1.88101,2.31888,1.96769,2.5713,,3.58544,1.56261,2.5491900000000003,,2.26956,1.94548,2.12339
AT1G03020,2.47674,2.02918,2.29982,,,,2.50112,,2.16984,,1.77757,,
AT1G03022,2.47674,1.7503099999999998,2.29982,,,,2.75717,,2.16984,,1.77757,,1.9888
AT1G03030,2.47674,2.02918,,1.71123,,,2.50112,,2.16984,,2.29253,,
AT1G03040,2.62583,,2.31888,2.50434,2.00206,,2.78867,2.21872,2.91058,2.23157,2.63341,2.4843,2.05215
AT1G03050,2.62583,2.04127,2.31888,2.50434,2.5713,,2.39029,2.21872,2.91058,1.79702,2.63341,2.4843,2.05215
AT1G03055,1.7747099999999998,,2.67407,2.32545,,,2.39029,3.22722,1.7059400000000002,2.14466,2.14828,1.76588,
AT1G03060,1.80677,1.4486,2.67407,2.33331,2.14437,,2.39029,,2.70796,2.14466,2.75469,1.94571,1.53984
AT1G03070,1.80677,1.4486,2.21597,2.68322,2.14437,,2.78867,2.62212,2.70796,2.14466,2.75469,1.94571,
AT1G03080,1.92759,,3.02925,2.68322,2.71361,,2.39029,2.42042,2.66965,2.05775,2.75469,2.12509,2.08012
AT1G03090,1.92759,,3.02925,2.68322,2.71361,,2.39029,2.42042,2.66965,2.05775,2.75469,2.12509,2.08012
AT1G03100,2.61402,2.50091,2.85166,3.00743,2.11428,,2.24594,3.83233,2.91058,1.99019,2.14828,2.12509,1.98091
AT1G03103,2.47174,2.1332,3.02925,3.04098,2.85592,,2.50112,2.82382,2.30826,2.10258,2.75469,2.39449,1.98091
AT1G03106,2.00946,2.50091,2.31621,2.32545,1.85751,,2.24594,3.83233,2.91058,1.99019,2.14828,2.12509,1.52633
AT1G03110,2.61402,2.50091,2.85166,3.00743,2.11428,,2.24594,3.83233,2.91058,1.99019,2.14828,2.12509,1.62471
AT1G03120,,1.7654900000000002,2.31621,2.25768,,,2.39029,3.02552,1.7059400000000002,1.88393,1.60114,2.03528,
AT1G03130,6.44266,8.5186,4.2724,3.57762,3.61991,,2.39029,12.84494,2.30826,2.57921,3.11903,2.93331,2.4796
AT1G03140,2.49023,1.97659,2.90168,2.39777,2.13337,,2.39029,2.50844,2.06733,2.4923,2.06818,2.37496,2.4796
AT1G03150,6.44266,8.5186,4.2724,3.57762,3.61991,,2.39029,12.84494,2.30826,2.57921,3.11903,2.93331,2.4796
AT1G03160,2.2486200000000003,,2.0583400000000003,2.32545,,,2.39029,,,1.97084,1.90571,2.12509,
AT1G03170,2.31765,1.85741,1.89941,2.8621,2.5713,,2.85842,1.6294,2.02789,1.97084,2.02699,2.03528,1.83843
AT1G03180,2.1296,2.22512,2.37361,2.8621,2.01512,,2.15488,2.21872,2.5491900000000003,1.69065,1.90571,1.76588,2.08012
AT1G03190,2.31765,2.22512,2.37361,2.8621,2.41632,,2.39029,2.82382,2.5491900000000003,2.23157,2.3908400000000003,1.77761,2.08012
AT1G03200,2.9340200000000003,2.04127,2.49647,2.68322,3.14055,,2.78867,,2.06733,1.7101099999999998,2.26956,2.6639,1.76719
AT1G03210,2.20847,2.04127,2.14129,1.60993,3.14055,,2.50112,,2.06733,2.0323,2.26956,2.6639,
AT1G03220,,1.85741,2.31888,2.68322,2.71361,,1.59353,1.75275,2.5491900000000003,2.4923,2.51213,2.39449,1.76719
AT1G03230,2.47674,,2.31888,2.68322,2.00206,,1.5392,,2.5491900000000003,2.4489,2.14828,2.88668,1.81671
AT1G03240,,1.88101,1.96369,1.90993,2.09958,,4.28763,,2.6660000000000004,1.97084,1.99905,,
AT1G03250,2.20216,1.33887,2.49647,1.94599,2.71361,,2.77056,,2.1878,1.97084,3.00227,,1.51394
AT1G03260,2.77993,2.1332,1.9007,2.32545,2.5713,,2.78867,2.42042,2.91058,1.7101099999999998,2.14828,1.85568,2.05215
AT1G03270,2.77993,1.33887,2.49647,1.7888099999999998,2.71361,,2.78867,,2.91058,1.47181,1.66127,,1.90967
AT1G03280,1.81957,2.31705,2.49647,2.32545,2.5713,,2.39029,2.12252,2.30826,1.97084,2.14828,2.11741,2.34013
AT1G03290,2.16355,1.85741,2.85166,2.68322,1.77534,,2.78867,1.81531,2.5491900000000003,2.05775,2.26956,2.5741,2.4796
AT1G03300,2.31765,1.58163,2.67407,2.50434,2.85592,,2.78867,2.82382,2.52582,2.23157,2.3908400000000003,2.21489,2.19463
AT1G03310,1.74932,1.58163,2.67407,2.50434,2.99824,,2.78867,2.21872,2.52582,2.57921,2.3908400000000003,2.11741,1.83843
AT1G03320,2.31765,1.58163,2.67407,2.8621,2.85592,,2.78867,2.82382,2.06733,2.23157,2.3908400000000003,2.21489,2.26587
AT1G03330,2.00946,1.92534,2.67407,2.17794,1.99726,,2.39029,2.62212,2.06733,2.61027,2.20301,2.13137,2.7035400000000003
AT1G03340,1.85537,1.92534,2.67407,2.68322,1.99726,,2.85842,2.29731,2.66965,2.61027,2.20301,3.11291,2.7035400000000003
AT1G03350,2.16355,,2.49647,2.8621,2.85592,,2.46272,2.1033,2.79012,2.23157,2.53523,2.4843,2.40836
AT1G03360,,1.94934,2.49647,2.68322,2.81637,,2.46272,2.42042,2.79012,2.51076,2.14828,2.6639,2.40935
AT1G03365,2.16355,,2.49647,2.8621,2.85592,,2.46272,2.82382,2.79012,2.23157,2.63341,2.4843,2.40836
AT1G03370,1.80677,1.46616,3.631780000000001,2.87191,2.59453,,1.99191,2.21872,2.16984,2.41682,2.35541,2.71836,2.33712
AT1G03380,2.16355,2.50091,2.67407,2.68322,3.14055,,3.0784,2.82382,2.42873,2.4923,2.63341,2.21489,2.33712
AT1G03390,2.16355,,1.96369,2.2998,3.35245,,3.18706,2.40843,2.1878,2.52861,2.51213,2.46081,1.90967
AT1G03400,2.16355,,2.85166,2.8621,2.28668,,2.39029,2.40843,2.66965,3.2745,2.51213,2.5741,1.90967
AT1G03410,,,2.85166,2.8621,2.28668,,2.39029,2.01701,2.1878,3.2745,2.51213,2.5741,1.83843
AT1G03430,1.4013799999999998,,2.85166,2.8621,2.28668,,2.39029,2.21872,2.66965,3.2745,2.51213,2.5741,1.83843
AT1G03440,3.3429900000000004,2.31705,2.59695,2.50434,2.01512,,3.43718,2.28938,2.96846,1.88932,2.75469,2.12509,2.05215
AT1G03445,2.20216,2.22512,2.85166,3.53816,2.28668,,2.78867,2.35178,2.1878,2.13798,2.02699,2.28911,1.99402
AT1G03457,2.47174,1.81187,2.9418900000000003,3.76792,2.5409200000000003,,3.15106,,3.15151,2.52279,2.63341,2.3046900000000003,2.16845
AT1G03470,2.0470200000000003,2.05543,4.03261,4.11046,2.11428,,2.50112,2.21872,3.70195,3.29592,3.23618,3.01863,3.06462
AT1G03475,2.31765,,2.31888,2.50434,2.68378,,2.78867,2.21872,2.91058,2.4923,2.87598,3.02311,1.98091
AT1G03490,2.31765,2.05543,4.03261,4.11046,2.68378,,2.50112,1.92674,3.70195,3.29592,2.87598,3.02311,3.06462
AT1G03495,2.31765,,2.49647,2.50434,2.68378,,2.78867,2.21872,2.91058,2.4923,2.87598,3.02311,1.98091
AT1G03510,2.16355,2.40898,2.67407,3.39874,2.55005,,2.39029,2.42042,3.3924300000000005,2.57921,3.1185400000000003,2.6639,2.76456
AT1G03520,2.00946,2.40898,2.14129,2.35995,2.55005,,2.39029,2.42042,2.30826,2.01738,2.02699,2.21489,2.34013
AT1G03530,2.00946,,2.85166,2.8621,2.71361,,2.78867,2.01701,2.42873,2.31848,2.41846,3.3823199999999995,2.62208
AT1G03540,2.00946,,2.85166,2.14657,2.68378,,2.78867,2.01701,2.30826,2.31848,2.3017,3.3823199999999995,2.62208
AT1G03550,1.85537,1.92534,2.31888,2.28975,2.42899,,3.18706,,2.1878,1.65074,2.02699,2.22832,1.76719
AT1G03560,2.00946,2.04127,2.53125,2.2998,2.14885,,2.39029,2.62212,2.02441,2.05775,2.26956,1.94548,1.92479
AT1G03590,2.31765,1.94868,3.79565,3.85568,3.39306,,2.39029,2.72955,3.03104,2.58402,2.3908400000000003,2.8650900000000004,2.21283
AT1G03600,2.31765,1.94868,3.79565,3.85568,3.39306,,2.39029,2.72955,3.03104,2.58402,2.3908400000000003,2.8650900000000004,2.21283
AT1G03610,2.31765,1.67643,2.53125,2.68322,2.99824,,2.39029,2.21872,3.03104,2.31848,2.3908400000000003,2.3046900000000003,2.08012
AT1G03620,2.31765,1.94934,3.31945,3.53816,2.46533,,2.75717,2.98034,2.70796,2.18779,2.02699,2.03528,1.95705
AT1G03630,2.47174,1.94934,3.31945,2.8621,2.46533,,2.75717,2.98034,2.70796,2.18779,2.02699,2.03528,1.95705
AT1G03650,,2.04127,2.49647,2.8621,2.14437,,3.18706,3.22722,1.94687,1.97084,1.90571,1.76588,2.12339
AT1G03660,2.16355,2.04127,2.49647,2.8621,2.14437,,3.18706,3.22722,2.42873,2.4923,2.02699,2.03528,2.12339
AT1G03670,2.47174,1.7654900000000002,2.31888,2.6800900000000003,2.56821,,2.78867,2.62212,2.42873,2.05775,2.41846,2.11741,2.16845
AT1G03680,1.7903,,2.31888,2.50434,2.42899,,2.78867,2.62212,2.42873,2.05775,2.41846,2.03156,2.05215
AT1G03687,2.47174,1.7654900000000002,2.31888,2.6800900000000003,2.56821,,2.46272,2.82382,2.42873,2.05775,2.41846,2.11741,2.16845
AT1G03700,2.16355,,2.49647,2.50434,2.5713,,2.78867,2.62212,2.30826,2.05775,2.41846,2.03528,2.19463
AT1G03710,2.16355,1.67356,2.49647,2.14657,2.5713,,2.39029,1.75275,2.30826,2.05775,2.14828,2.03528,2.19463
AT1G03720,2.89688,1.81187,2.52452,,,,2.50112,,2.27179,1.63635,1.69186,,
AT1G03730,1.94276,,2.38095,2.52486,2.47379,,2.4963,2.32016,2.33856,2.68207,2.3908400000000003,2.67904,2.0337
AT1G03740,1.94276,,2.38095,2.52486,2.47379,,2.4963,2.32016,2.33856,2.68207,2.3908400000000003,2.67904,2.0337
AT1G03750,1.92759,2.04127,2.31888,3.18434,2.41632,,3.18706,2.62212,1.94687,2.4923,2.26956,2.03528,2.19192
AT1G03760,,1.73632,2.14129,2.8002,1.76323,,2.29145,1.92802,2.13567,1.98887,1.72348,1.95024,2.12688
AT1G03770,,1.73632,2.14129,2.8002,2.95125,,2.15488,3.28027,2.13567,2.14466,2.3908400000000003,2.21489,2.12688
AT1G03780,2.33945,2.40898,2.3277,1.9654,1.98337,,,,1.94687,2.16551,2.63341,2.00297,1.70597
AT1G03790,2.33945,2.40898,2.3277,1.9654,1.98337,,1.96941,,2.30544,2.16551,2.63341,2.00297,1.83843
AT1G03800,2.47174,2.33313,2.85166,2.68322,2.68378,,3.58544,,3.03104,2.83995,2.3908400000000003,2.6639,2.19463
AT1G03810,2.77993,2.33313,2.85166,2.68322,2.5713,,2.78867,,3.33792,2.83995,2.50189,2.6639,2.19463
AT1G03820,2.47174,2.22512,2.85166,2.65362,2.68378,,3.58544,3.42892,2.06733,2.40539,2.3908400000000003,2.3046900000000003,2.26587
AT1G03830,2.47174,,2.67098,2.68322,2.99463,,2.39029,1.81326,2.06733,2.31848,2.3017,2.93331,1.95705
AT1G03840,2.77993,2.40898,2.14129,2.6446400000000003,2.28668,,3.58544,2.01701,,,1.72747,2.3046900000000003,1.90967
AT1G03850,1.85537,1.7654900000000002,2.14129,2.00527,3.14055,,2.14381,2.62212,2.27746,2.273,1.83466,2.20326,2.69332
AT1G03860,2.16355,2.18817,3.5620300000000005,3.49996,3.70979,,2.39029,2.21872,4.2861400000000005,2.75304,2.29253,3.01825,2.19463
AT1G03870,1.54718,2.18817,3.5620300000000005,3.49996,3.70979,,2.39029,1.81326,4.2861400000000005,2.75304,2.29253,3.01825,1.58034
AT1G03880,1.54718,2.18817,3.5620300000000005,3.49996,3.70979,,2.39029,1.81326,4.2861400000000005,2.75304,2.29253,3.01825,1.58034
AT1G03890,1.81941,2.09177,2.10876,1.96769,2.5713,,1.62244,2.53636,1.92875,2.40539,2.1164400000000003,2.6639,2.05215
AT1G03900,1.81941,2.09177,1.96369,2.14657,2.5713,,2.39029,2.62212,2.1878,2.40539,1.90721,2.6639,2.33712
AT1G03905,1.70127,1.86418,2.31888,3.21986,2.99824,,2.39029,2.62212,3.03104,2.06825,2.26956,2.6639,2.33712
AT1G03910,2.00946,2.04127,3.02925,3.7565,2.99824,,2.39029,2.62212,3.75383,2.61382,2.41846,2.67904,2.62208
AT1G03920,2.16355,1.94934,2.67407,1.94599,2.81549,,3.18706,2.42042,2.51459,2.48576,2.75469,2.44814,1.6932200000000002
AT1G03930,2.62583,2.04127,2.14129,2.39777,2.55005,,2.14381,2.42042,2.42873,1.88393,1.95142,1.94548,
AT1G03940,2.69713,2.22512,,2.68322,2.86666,,2.85842,2.22191,1.94687,1.99543,2.23293,1.79972,1.83843
AT1G03950,2.69713,1.86418,,2.60502,2.86666,,2.39029,2.21872,2.30826,2.66613,2.23293,2.03528,2.26587
AT1G03960,2.69713,2.22512,,2.68322,2.86666,,2.85842,2.22191,2.30826,2.66613,2.23293,2.03528,2.26587
AT1G03970,2.47174,2.00831,2.31888,2.50434,2.71361,,2.39029,2.31548,1.65634,1.88393,2.3908400000000003,2.03528,2.06324
AT1G03980,2.16355,1.90116,2.0583400000000003,2.32545,3.56748,,2.85842,2.21872,2.5491900000000003,2.06343,2.14586,2.7537,2.40836
AT1G03982,2.16355,1.90116,2.14129,2.50434,3.56748,,1.99191,2.50844,2.42873,2.75304,3.1185400000000003,2.7537,2.40836
AT1G03990,2.16355,1.90116,2.14129,2.50434,3.56748,,2.39029,2.21872,2.42873,2.75304,3.1185400000000003,2.7537,2.40836
AT1G04000,2.77993,2.31705,1.76429,2.50434,2.71361,,,2.42042,2.66965,2.05775,2.63341,2.4843,2.05215
AT1G04010,,,2.14129,2.32545,2.28668,,2.78867,2.62212,2.1878,2.14466,2.75469,2.03528,1.98091
AT1G04020,,,1.96369,2.32545,2.28668,,2.39029,1.7882,1.94687,2.05775,2.75469,1.94548,1.98091
AT1G04030,1.92689,,2.31888,2.32545,2.28668,,2.78867,3.22722,2.06222,,1.90571,2.21489,1.69595
AT1G04040,2.39812,1.94934,2.13373,2.3651,3.42517,,2.39029,,2.59385,2.31848,1.90571,2.21489,2.12339
AT1G04050,2.47174,2.1332,2.49647,2.95577,2.5713,,3.57302,2.42042,3.14766,2.66613,2.63341,2.6639,2.26471
AT1G04070,,2.1332,2.49647,2.32545,2.5713,,3.57302,2.42042,2.42873,2.14466,2.51213,2.6639,2.33712
AT1G04080,2.47174,2.1332,2.49647,2.95577,2.5713,,3.57302,2.42042,3.14766,2.66613,2.63341,2.6639,2.26471
AT1G04090,2.9340200000000003,1.67356,3.5620300000000005,3.39874,2.5713,,3.98382,3.02552,2.66965,2.23157,2.63341,2.7537,2.69332
AT1G04100,1.54718,1.94934,2.85166,2.83052,2.85592,,3.58544,2.01701,1.94687,2.40539,2.26956,2.39449,2.08012
AT1G04110,1.85537,2.04127,2.85166,2.32545,2.42899,,2.78867,2.42042,3.03104,1.88393,2.87598,2.37496,2.40836
AT1G04120,1.68664,1.94934,3.38444,2.68322,3.14055,,2.52015,2.35812,2.27746,2.21254,2.63341,2.4843,1.45019
AT1G04130,1.68664,1.94934,2.24137,2.68322,2.42899,,2.52015,2.35812,2.27746,2.21254,2.17644,2.4843,2.05215
AT1G04140,,,2.85166,2.68322,2.28668,,2.39029,3.02552,2.5491900000000003,2.40539,2.3908400000000003,2.5741,2.26587
AT1G04150,2.31765,2.31705,2.14129,2.14657,1.64621,,2.39029,2.42042,3.63336,2.92686,2.87598,2.21489,1.98091
AT1G04160,2.31765,2.31705,2.14129,2.14657,1.64621,,1.99191,2.42042,3.63336,2.92686,2.87598,2.21489,1.98091
AT1G04170,,1.88101,2.14129,2.14657,2.00206,,3.0784,3.02552,1.7059400000000002,,2.14828,2.21489,1.81673
AT1G04171,2.20847,2.06603,2.31888,,,,2.50112,1.81531,1.82641,,2.1164400000000003,,1.98091
AT1G04180,2.20847,1.6433400000000002,1.51875,2.68322,1.87936,,1.89285,2.37004,,1.88393,2.75469,,2.19463
AT1G04190,2.47174,,2.67407,2.50434,2.23129,,2.39029,2.01701,2.06733,2.14466,2.18494,2.4843,1.89552
AT1G04200,2.31765,1.94934,2.67407,2.50434,2.5713,,1.99191,2.62212,2.91058,2.14466,2.18494,2.4843,2.19463
AT1G04210,2.06488,2.22512,2.49647,2.32545,2.68378,,2.39029,2.07378,2.3206900000000004,2.01738,2.65199,2.4843,2.19463
AT1G04220,2.16355,2.1332,2.31888,2.32545,2.42899,,1.84704,2.62212,2.30826,,2.02699,2.03528,2.12339
AT1G04230,2.16355,2.1332,1.7430599999999998,2.2998,2.42899,,1.84704,2.18558,2.5491900000000003,2.10258,1.90571,2.03156,2.12339
AT1G04240,,1.82573,2.15352,2.83712,2.4916,,2.25265,3.05067,2.81558,2.29805,2.22425,2.02761,1.81543
AT1G04250,2.4169400000000003,1.53531,1.89941,,,,,1.71242,2.02441,,,,2.11444
AT1G04260,2.50031,1.86684,2.29714,3.27173,2.63308,,3.02159,2.41919,2.91046,2.07345,2.19863,2.37856,2.14165
AT1G04270,2.50031,,2.09521,2.22113,1.88024,,3.53272,2.7437400000000003,2.50274,1.84697,2.10325,1.72764,1.90329
AT1G04280,1.57611,1.60445,1.49405,2.32545,2.42607,,2.78867,2.21872,2.30826,1.79702,1.88393,2.21489,2.33712
AT1G04290,,,2.31888,2.32545,2.71361,,2.78867,2.21872,2.42873,1.97084,2.14828,2.39449,2.33712
AT1G04300,2.00946,,2.31888,3.57762,2.99824,,2.78867,1.92802,3.03104,2.14466,2.87598,2.84351,2.62208
AT1G04310,2.09912,2.13186,2.25201,1.96769,2.3905,,2.14381,2.25941,2.1526400000000003,,2.3017,3.06343,2.08883
AT1G04330,2.6924900000000003,2.01356,2.9832400000000003,2.95235,2.54924,,2.36082,2.1033,2.60352,2.26143,1.86977,2.42696,2.21233
AT1G04340,1.96367,2.38606,2.9832400000000003,2.95235,2.68636,,2.7543,2.89435,2.60352,2.26143,2.44141,2.49647,2.21233
AT1G04350,2.6924900000000003,2.38606,2.9832400000000003,2.95235,2.54924,,2.15488,2.1033,2.60352,2.26143,2.44141,2.42696,2.21233
AT1G04360,2.23901,1.83669,,1.3537,2.32912,,1.7865099999999998,2.3422,,2.69833,2.49167,1.97728,
AT1G04370,1.8382,1.59945,,,1.88884,,2.70073,,,,2.02699,,
AT1G04380,2.31765,2.40898,2.85166,2.8621,2.42899,,2.78867,3.02552,2.1878,2.31848,1.90571,2.5741,1.76719
AT1G04390,1.92759,2.00831,1.46667,2.8002,2.49399,,2.39029,1.57747,2.27746,2.13798,1.52888,2.22832,1.59521
AT1G04400,1.85537,2.31705,3.02925,3.7565,3.14055,,2.78867,2.62212,3.15151,2.21254,2.75469,3.3193,2.76456
AT1G04410,1.63762,1.94934,2.31888,2.32545,2.85592,,2.14381,2.21872,2.50822,2.40539,2.26956,2.7537,1.45019
AT1G04420,1.7903,2.22512,3.02925,3.53816,3.14055,,2.78867,2.62212,2.79012,2.28147,2.26956,2.7537,1.90967
AT1G04430,2.2994,2.31705,2.49647,3.21986,2.71361,,3.18706,2.41606,2.37914,2.23157,2.87598,2.20326,2.12339
AT1G04440,2.47674,2.09128,2.49647,2.52486,2.13954,,3.18706,,2.5491900000000003,2.40248,2.79502,2.4843,2.33712
AT1G04445,2.31765,1.58163,2.85166,1.96769,,,2.14381,,2.1878,,2.14828,2.37496,1.90967
AT1G04450,2.00707,1.85741,,2.65362,,,2.39029,,2.1878,,1.90571,1.85986,
